1	2	10
1	15	3
1	14	3
2	3	3
2	17	3
3	4	2
3	21	5
4	5	3
4	22	5
5	6	5
5	23	5
6	7	6
7	8	7
8	9	3
8	27	6
9	10	3
9	34	5
10	11	7
10	31	6
11	12	8
12	13	4
13	14	2
13	24	4
14	18	3
15	16	4
15	18	3
16	17	5
16	19	3
17	20	3
18	19	4
19	20	5
19	24	2
20	21	3
21	22	2
22	23	3
22	25	3
23	27	2
24	25	7
24	28	2
25	26	2
25	29	3
26	27	3
26	34	4
28	29	5
28	30	2
29	35	1
30	31	4
31	32	2
32	33	3
32	35	1
33	34	2
33	35	2
